Unit,PlantGroup,Specie,Tto,DroughtNum,Sp,Specie_number,tto_number,ST,Pot,PotN,pH,rootN,rootC,leafN,leafC,soilN,soilC,WSA,shootmass,LDMC,SLA,rootmass,diameter,RTD,SRL,SRSA,PathogensOLD,SaprotrophsOLD,MutualistsOLD,MIXOLD,S_Patho,S_Sapro,S_Mutual,PCo1_Patho,PCo2_Patho,PCo1_Sapro,PCo2_Sapro,PCo1_Mutual_EMF,PCo2_Mutual_EMF,PCo1_Mutual,PCo2_Mutual,SpecieY,Pathogens2,Saprotrophs2,Mutualists2,S_ALL,PCo1_ALL_EMF,PCo2_ALL_EMF,PCo1_ALL,PCo2_ALL,Speciex,Ttox,Phylog_1,Phylog_2,Phylog_3,Phylog_4,CP1_leaft,CP2_leaft,CP1_soilprop,CP2_soilprop,CP1_root,CP2_root,ID_phase1
,Herbs,H_Silene,Control,0,Silene,17,500,Silene_Control,185m,185,6.19,4.92,419.09,19.8,424.77,0.71,6.58,36.81,4133.2,160.37,186.8,4870.267,0.38,604.47,1.43,0.17,27.13052859,19.47141316,33.6030205,19.79503776,16,33,9,-0.036946499,-0.025083962,-0.028845865,-0.002803915,-0.001067631,-0.009258419,-0.00119,-0.01082,H_Silene,6.736306415,4.834605598,8.343377528,186,0.00247,-0.01973,0.00247,-0.01989,H_Silene,Control,83.21905571,28.48247445,-95.77317819,23.43552895,0.37,-0.14,-0.35,-1.48,-0.75,1.48,
,Herbs,H_Silene,Drought,1,Silene,17,1000,Silene_Drought,186m,186,6.42,4.23,362.09,20.76,418.77,0.65,6.94,28.3,2943.5,156.22,180.96,5326.787,0.33,659.76,1.8,0.18,17.86941581,20.90492554,47.76632302,13.45933562,9,19,7,-0.013154519,0.006671715,-0.064712645,-0.0309625,0.007541469,-0.029625911,0.00813,-0.03278,H_Silene,4.181184669,4.891450013,11.17662825,127,-0.00193,-0.03876,-0.00196,-0.03902,H_Silene,Drought,83.21905571,28.48247445,-95.77317819,23.43552895,0.17,-0.45,-0.42,-1.11,-0.35,1.65,
,Herbs,H_Silene,Drought,1,Silene,17,1000,Silene_Drought,187m,187,6.32,4.89,368.73,11.99,392.75,0.76,7.36,30.26,1675.1,118.24,181.69,7401.967,0.35,718.64,1.46,0.16,18.8478397,26.73763306,40.88916719,13.52536005,11,22,5,-0.033902648,0.003332531,-0.029940396,-0.009075922,0.008391635,0.007924909,0.00885,0.00684,H_Silene,4.034311754,5.723093419,8.752177992,141,-0.00058,-0.03173,-0.00059,-0.03195,H_Silene,Drought,83.21905571,28.48247445,-95.77317819,23.43552895,-0.9,-0.49,0.12,-1.33,-0.32,2.32,
,Herbs,H_Silene,Drought,1,Silene,17,1000,Silene_Drought,189m,189,6.31,4.8,385.49,16.3,405.7,1.4,13.12,19.77,3370.2,163.51,193.98,3947.367,0.47,622.03,0.92,0.14,22.44825125,49.89293362,9.172019986,18.48679515,14,65,9,0.014638736,-0.033159371,0.017591607,0.025149954,-0.001106376,-0.017767439,-0.00118,-0.02064,H_Silene,7.988315977,17.75463551,3.263906528,291,-0.00509,-0.0033,-0.00514,-0.00311,H_Silene,Drought,83.21905571,28.48247445,-95.77317819,23.43552895,-0.19,-0.14,4.47,-1.62,-1.08,1.35,
,Herbs,H_Silene,Drought,1,Silene,17,1000,Silene_Drought,190m,190,6.35,4.51,437.12,16.35,405.74,0.936666667,9.14,24.63,2669.9,179.32,144.65,4746.673,0.3,512.28,2.84,0.26,24.13793103,30.23872679,13.58090186,32.04244032,11,41,8,-0.012004803,0.005179018,-0.002624107,0.00466756,0.02057271,-0.054645886,0.02227,-0.05854,H_Silene,5.785859613,7.248219736,3.255340793,202,0.00133,-0.00856,0.00133,-0.00857,H_Silene,Drought,83.21905571,28.48247445,-95.77317819,23.43552895,-0.31,-0.36,1.4,-1.41,-0.33,1.21,
,Legume,L_Trifolium,Control,0,Trifolium,18,500,Trifolium_Control,191m,191,6.7675,17.13,364.98,57.41,541.22,0.81,8.32,41.95,24203.1,,,1001.5,0.39,386.33,2.18,0.27,21.1744777,26.19988707,8.356860531,44.2687747,10,34,6,-0.012492413,-0.065232589,-0.021216491,-0.006933348,-0.001128394,0.023781267,-0.00129,0.02361,L_Trifolium,5.33352297,6.599345755,2.104963732,168,-0.00121,-0.0051,-0.00123,-0.00513,L_Trifolium,Control,90.30458049,-123.7594526,32.79987797,26.24118725,7.43,4.43,0.6,0.55,-1.34,-0.76,
,Legume,L_Trifolium,Control,0,Trifolium,18,500,Trifolium_Control,192m,192,6.68,17.41,362.69,38.23,358.82,2.1,21.9,57.14,9823.6,,,1297.7,0.32,396.83,3.08,0.31,26.29464286,30.58035714,7.544642857,35.58035714,19,42,7,-0.052338445,-0.051312804,0.002387747,0.005202704,-0.001234879,-0.015989854,0.00176,0.01883,L_Trifolium,7.508924018,8.732789393,2.129015808,216,-0.00248,-0.01246,-0.00215,-0.01137,L_Trifolium,Control,90.30458049,-123.7594526,32.79987797,26.24118725,1.75,2.07,9.89,1.24,-1.05,-0.77,
,Legume,L_Trifolium,Control,0,Trifolium,18,500,Trifolium_Control,193m,193,7,16.21,393.28,39.41,446.33,0.59,6.54,44.32,17178.2,,,1428,0.27,349.69,5.08,0.43,17.40282686,29.99116608,8.348056537,44.25795053,11,46,8,0.012323617,0.00726238,0.006885159,0.002956185,-0.000832799,0.022177024,-0.00094,0.02203,L_Trifolium,5.404663923,9.314128944,2.592592593,219,-0.00196,-0.0015,-0.00198,-0.00149,L_Trifolium,Control,90.30458049,-123.7594526,32.79987797,26.24118725,4.04,3.43,-0.82,1.31,-0.7,-0.81,
,Legume,L_Trifolium,Control,0,Trifolium,18,500,Trifolium_Control,194m,194,6.64,19.01,333.21,23.14,256.98,0.66,7.42,26.3,17199.5,,,2186.58,0.32,273.83,4.45,0.45,16.69316375,31.9554849,6.637519873,44.71383148,9,40,10,-0.000211526,-0.042126678,0.007639365,-0.003429507,-0.003144093,0.008259051,-0.00346,0.00723,L_Trifolium,5.323868678,10.19140575,2.116871593,208,-0.0036,0.00319,-0.00364,0.0032,L_Trifolium,Control,90.30458049,-123.7594526,32.79987797,26.24118725,0.85,5.51,-0.21,-0.5,-0.6,-0.87,
,Legume,L_Trifolium,Control,0,Trifolium,18,500,Trifolium_Control,195m,195,6.75,17.28,359.29,33.74,454.25,0.62,7.69,62.17,14318.1,,,1228.8,0.26,359.25,5.29,0.43,10.56661562,30.62787136,4.4920878,54.31342522,16,49,6,0.016023616,-0.021440148,1.91E-05,-0.004149657,-0.002193505,0.025128488,-0.00244,0.02496,L_Trifolium,3.277909739,9.501187648,1.393507522,224,-0.00455,0.0012,-0.00461,0.00118,L_Trifolium,Control,90.30458049,-123.7594526,32.79987797,26.24118725,3.29,2.53,-0.39,1.29,-0.64,-0.95,
,Legume,L_Trifolium,Drought,1,Trifolium,18,1000,Trifolium_Drought,196m,196,6.48,19.71,383.06,38.59,460.32,0.75,7.28,26.53,6972.6,,,1740.267,0.26,393.89,4.93,0.4,11.02218989,55.25645689,4.037831939,29.68352128,13,46,8,0.001857983,-0.036789553,0.031993504,0.002714054,-0.00814158,-0.046178237,-0.00641,-0.025,L_Trifolium,3.837872071,19.24002533,1.304623179,215,-0.00682,0.00815,-0.00645,0.00881,L_Trifolium,Drought,90.30458049,-123.7594526,32.79987797,26.24118725,2.45,0.17,0.07,-0.98,-0.88,-0.88,
,Legume,L_Trifolium,Drought,1,Trifolium,18,1000,Trifolium_Drought,197m,197,6.53,20.38,455.38,31.2,390.86,0.72,6.37,53.35,7279.1,,,341.3,0.27,448.49,3.89,0.33,19.49733435,39.03274943,8.225437928,33.24447829,14,45,14,-0.00283663,-0.044843912,0.017115838,0.018019762,-0.023070328,-0.070847787,-0.02404,-0.07036,L_Trifolium,6.538117737,13.08900524,2.75826842,226,-0.0048,0.00424,-0.00486,0.0043,L_Trifolium,Drought,90.30458049,-123.7594526,32.79987797,26.24118725,1.24,1.04,-0.43,0.23,-1.52,-1.16,
,Legume,L_Trifolium,Drought,1,Trifolium,18,1000,Trifolium_Drought,198m,198,6.7,21.16,405.4,34.07,453.72,0.83,7.62,23.12,8580,,,1040.4,0.2,293.33,11.35,0.7,17.83625731,47.53550543,5.722639933,28.90559733,13,41,8,-0.006252964,-0.040408479,-0.019413693,0.04325619,0.000621627,0.022571065,0.0006,0.02223,L_Trifolium,5.397547718,14.3850335,1.731765896,210,0.01,0.00488,0.01005,0.0049,L_Trifolium,Drought,90.30458049,-123.7594526,32.79987797,26.24118725,2.35,0.78,0.5,-0.43,-0.4,-1.47,
,Legume,L_Trifolium,Drought,1,Trifolium,18,1000,Trifolium_Drought,199m,199,6.43,19.16,330.25,39.1,514.95,0.74,7.32,75.15,6005,,,694.167,0.23,272.28,9.09,0.65,13.19188192,45.52583026,5.212177122,36.0701107,11,47,8,0.010346067,-0.05249379,-0.008210525,0.001218631,-0.006870588,-0.016140983,-0.00751,-0.01901,L_Trifolium,3.709468223,12.80155642,1.465629053,213,-0.00949,-19,-0.0096,-0.019,L_Trifolium,Drought,90.30458049,-123.7594526,32.79987797,26.24118725,2.94,-0.68,-0.12,0.82,-0.21,-1.47,
,Legume,L_Trifolium,Drought,1,Trifolium,18,1000,Trifolium_Drought,200m,200,6.59,21.53,419.17,35.74,454.9625,1.3,12.85,13.13,9293.1,,,688.6,0.21,423.58,6.92,0.45,10.73888541,54.63368817,7.921102066,26.70632436,11,54,16,0.062531307,0.003409983,0.086411544,0.009316143,-0.028957342,-0.044654498,-0.03134,-0.04604,L_Trifolium,4.420672767,22.4900116,3.260729475,219,-0.01413,0.02642,-0.01427,0.02657,L_Trifolium,Drought,90.30458049,-123.7594526,32.79987797,26.24118725,2.59,0.97,4.04,-1.04,-1.03,-1.3,
,Grasses,G_Dactylis,Control,0,Dactylis,19,500,Dactylis_Control,201m,201,6.97,3.67,332.08,9.81,514.62,0.07,0.03,61.14,5254.2,263.85,258.93,2379.48,0.16,303.26,15.68,0.81,18.45841785,27.89046653,14.09736308,39.55375254,11,40,9,0.009849932,-0.006426236,-0.007852727,-0.009798587,-0.007774963,-0.025339735,-0.00834,-0.02854,G_Dactylis,4.733420026,7.152145644,3.615084525,200,-0.00046,-0.00168,-0.00048,-0.00171,G_Dactylis,Control,-167.5512515,1.250891833,2.102402338,5.475335921,0.94,-0.59,-4.99,1.73,1.24,-0.12,
,Grasses,G_Dactylis,Control,0,Dactylis,19,500,Dactylis_Control,202m,202,6.8,4.24,388.2,6.35,415.21,0.81,7.23,21.9,4622.3,265.79,251.58,2047.48,0.14,290,21.69,0.97,17.32804233,27.64550265,10.97883598,44.04761905,10,46,9,0.021226951,0.013534595,-0.034094154,-0.01566264,-0.006694565,0.007371197,-0.00729,0.00611,G_Dactylis,5.271629779,8.410462777,3.340040241,210,-0.00457,-0.00219,-0.00462,-0.00217,G_Dactylis,Control,-167.5512515,1.250891833,2.102402338,5.475335921,-0.51,0.25,0.31,-0.18,1.27,-0.31,
,Grasses,G_Dactylis,Control,0,Dactylis,19,500,Dactylis_Control,203m,203,6.52,5.98,382.28,6.08,395.8,0.65,7.01,38.02,8460,230.57,259.33,5628.8,0.18,207.59,18.43,1.06,17.9331307,37.21233174,8.901432914,35.95310465,9,41,13,0.00487611,0.02355834,0.008675676,0.01060051,-0.009387701,-0.049929678,-0.00991,-0.05323,G_Dactylis,5.401517133,11.20847502,2.681140466,192,0.00598,0.00637,0.00601,0.00638,G_Dactylis,Control,-167.5512515,1.250891833,2.102402338,5.475335921,-0.12,1.62,-0.43,-0.41,1.7,0.48,
,Grasses,G_Dactylis,Control,0,Dactylis,19,500,Dactylis_Control,204m,204,7.1,4.63,367.52,9.25,424.19,1.34,15.94,49.71,4244.9,187.77,165.83,1925.38,0.18,337.98,11.74,0.66,19.99178982,28.57142857,15.06568144,36.37110016,11,42,10,0.025382956,0.001207326,0.0082968,0.011269591,-0.007846366,-0.018832556,-0.00854,-0.02085,G_Dactylis,6.315652963,9.026066658,4.759434574,204,-0.00074,0.00628,-0.00077,0.00632,G_Dactylis,Control,-167.5512515,1.250891833,2.102402338,5.475335921,-0.29,0.01,5.1,2.08,0.7,-0.17,
,Grasses,G_Dactylis,Control,0,Dactylis,19,500,Dactylis_Control,205m,205,6.61,4.63,367.52,9.76,539.16,0.72,7.68,32.19,4838.2,233.58,299.24,1271.58,0.17,343.52,13.2,0.69,12.21146687,51.07967238,10.98287416,25.7259866,13,51,11,0.016447066,0.019892242,0.015412639,0.003371421,-0.007307709,-0.042249116,-0.00771,-0.04583,G_Dactylis,4.508591065,18.85910653,4.054982818,224,-0.00716,0.00372,-0.00724,0.00378,G_Dactylis,Control,-167.5512515,1.250891833,2.102402338,5.475335921,1.15,-0.97,0.08,-0.35,0.7,-0.36,
,Grasses,G_Dactylis,Drought,1,Dactylis,19,1000,Dactylis_Drought,206m,206,6.85,6.41,347.38,7.75,362.48,0.82,7.43,18.67,3312.9,671.7,97.17,5947.287,0.19,207.21,16.81,1.01,25.23101647,28.32462836,10.76737646,35.67697871,12,48,13,-0.009777283,0.020983584,-0.019230138,-0.0034304,-0.005105084,-0.022929585,-0.0055,-0.02532,G_Dactylis,8.093826524,9.086222451,3.454053357,230,-0.00158,-0.00324,-0.0016,-0.00326,G_Dactylis,Drought,-167.5512515,1.250891833,2.102402338,5.475335921,-1.24,0.37,0.42,-0.15,1.73,0.56,
,Grasses,G_Dactylis,Drought,1,Dactylis,19,1000,Dactylis_Drought,207m,207,6.65,4.19,349.88,6.29,442.02,0.63,6.52,30.53,5044.2,270.22,225.17,4657.267,0.23,170.45,13.93,1.01,14.06771578,29.61373391,12.20791607,44.11063424,10,41,5,-0.016837565,0.013332859,-0.039659649,-0.016682316,-0.00021066,-0.017427254,-0.00022,-0.02024,G_Dactylis,3.731343284,7.854793827,3.238047053,204,-0.00272,-0.0214,-0.00275,-0.02148,G_Dactylis,Drought,-167.5512515,1.250891833,2.102402338,5.475335921,-0.14,0.11,-0.64,-0.32,1.61,0.32,
,Grasses,G_Dactylis,Drought,1,Dactylis,19,1000,Dactylis_Drought,208m,208,6.64,3.43,465.93,5.3,344.16,0.64,6.36,7.38,6637.9,409.09,182.06,3651.98,0.22,268.38,9.78,0.68,19.19673247,27.3655548,20.3539823,33.08373043,8,36,8,-0.043349451,-0.039516381,-0.018854816,-0.007468847,0.007482805,0.016210369,0.00791,0.0157,G_Dactylis,3.632616257,5.178410408,3.851603761,189,0.00298,-0.01109,0.00299,-0.01116,G_Dactylis,Drought,-167.5512515,1.250891833,2.102402338,5.475335921,-1.05,1.59,-0.57,-1.29,0.59,0.38,
,Grasses,G_Dactylis,Drought,1,Dactylis,19,1000,Dactylis_Drought,209m,209,6.96,5.77,471.62,8.03,418.9,0.69,7.96,22.82,3850.3,285.35,223.85,3435.887,0.22,184.02,13.99,0.98,16.17647059,39.96163683,6.393861893,37.46803069,9,25,6,0.006271115,0.023797532,-0.015165385,0.000597096,-0.004437548,0.009613874,-0.00488,0.00839,G_Dactylis,3.194041156,7.890417877,1.26246686,162,0.00175,0.0003,0.00175,0.00025,G_Dactylis,Drought,-167.5512515,1.250891833,2.102402338,5.475335921,-0.49,-0.04,0.1,0.36,0.93,-0.04,
,Grasses,G_Dactylis,Drought,1,Dactylis,19,1000,Dactylis_Drought,210m,210,6.64,4.67,365.83,7.17,435.23,0.7,7.48,58.57,3871,409.09,182.06,6172.06,0.24,221.9,9.81,0.74,26.46804836,40.19861831,9.887737478,23.44559585,21,71,21,0.021002761,-0.038165813,-0.015187922,0.110764424,0.157719004,-0.077849162,0.17151,-0.07662,G_Dactylis,8.177694771,12.41995731,3.054962647,375,0.08683,0.03963,0.08771,0.04033,G_Dactylis,Drought,-167.5512515,1.250891833,2.102402338,5.475335921,-0.36,-0.19,-0.15,0.8,1.24,0.9,
,Herbs,H_Rumex,Control,0,Rumex,20,500,Rumex_Control,211m,211,7.05,6.47,365.61,13.97,396.7,0.66,7.68,40.35,1839.4,169.72,158.21,3582.247,0.56,1097.77,0.37,0.07,23.06525038,44.46130501,16.19878604,16.27465857,17,76,30,-0.014390281,-0.061013325,-0.098076382,0.326230675,0.418238331,-0.037933901,0.422,-0.03459,H_Rumex,8.457365419,16.30268466,5.92571985,394,0.25277,0.02851,0.25263,0.02868,H_Rumex,Control,86.23100945,33.32994963,-125.2543372,36.23495488,-0.7,-0.5,-0.17,1.34,-2.03,2.01,
,Herbs,H_Rumex,Control,0,Rumex,20,500,Rumex_Control,212m,212,7.11,6.7,327.91,14.66,443.1,0.67,6.96,66.97,5289.6,154.17,213.05,7627.187,0.25,2734.57,0.75,0.06,3.824643695,89.31986289,1.605628721,5.249864694,10,37,6,-0.007273044,0.000403032,-0.091170386,-0.061901146,-0.001924595,0.024960121,-0.00215,0.02487,H_Rumex,2.660308696,62.12824696,1.116827707,140,-0.00219,-0.01145,-0.00222,-0.01156,H_Rumex,Control,86.23100945,33.32994963,-125.2543372,36.23495488,0.44,0.09,-0.46,2.57,-2.22,5.35,
,Herbs,H_Rumex,Control,0,Rumex,20,500,Rumex_Control,213m,213,6.71,6.43,443.76,11.9,369,0.62,6.75,68.52,3139,198.03,165.28,5379.793,0.2,2333.38,1.33,0.09,27.22856449,32.71799854,2.064610153,37.98882682,12,56,7,0.069222403,-0.024900822,0.07052636,0.008339834,-0.004935306,-0.012215158,-0.00534,-0.01509,H_Rumex,14.55844156,17.49350649,1.103896104,211,-0.01297,0.02376,-0.01311,0.02387,H_Rumex,Control,86.23100945,33.32994963,-125.2543372,36.23495488,-0.93,0.2,-0.73,1.4,-2.25,4.08,
,Herbs,H_Rumex,Control,0,Rumex,20,500,Rumex_Control,214m,214,7.08,6.77,448.73,12.85,392.4,0.62,7.16,37.97,4077.5,163.97,198.75,7299.1,0.21,2394.08,1.18,0.08,10.16785023,55.71336346,2.42091672,31.69786959,13,35,4,0.031189052,-0.031002093,0.05767756,-0.003650481,-0.003785982,0.023981461,-0.00416,0.02371,H_Rumex,4.011205909,21.97886158,0.955049026,182,-0.01015,0.02296,-0.01026,0.02301,H_Rumex,Control,86.23100945,33.32994963,-125.2543372,36.23495488,-0.45,0.24,-0.48,1.32,-2.17,4.72,
,Herbs,H_Rumex,Control,0,Rumex,20,500,Rumex_Control,215m,215,6.56,5.95,402.27,9.78,349.5,0.59,6.71,30.06,2754.6,161.98,158.45,11085.607,0.84,2281.26,0.08,0.02,15.14785757,29.63186482,13.3977067,41.82257091,9,32,7,-0.004417227,0.020864898,-0.001005173,-0.00446928,-0.001358272,-0.018462817,-0.00145,-0.02109,H_Rumex,3.220839215,6.300526113,2.848710381,172,-0.00264,-0.00374,-0.00267,-0.0038,H_Rumex,Control,86.23100945,33.32994963,-125.2543372,36.23495488,-1.35,0.3,-0.72,-0.61,-3.48,6.4,
,Herbs,H_Rumex,Drought,1,Rumex,20,1000,Rumex_Drought,216m,216,6.78,8,486.71,12.63,417.1,0.63,6.89,24.72,1587.1,158.04,190.4,2863.68,1.1,1318.57,0.08,0.03,7.602825093,40.79767345,6.938097216,44.66140424,8,45,6,0.004819806,0.012183242,0.034427063,-0.01100272,-0.002971421,-0.012122216,-0.00319,-0.01486,H_Rumex,2.41903503,12.98083278,2.207534699,203,-0.00943,0.00711,-0.00954,0.00717,H_Rumex,Drought,86.23100945,33.32994963,-125.2543372,36.23495488,-0.59,-0.76,-0.49,-0.14,-4.63,2.77,
,Herbs,H_Rumex,Drought,1,Rumex,20,1000,Rumex_Drought,217m,217,6.89,9.16,474.29,18.98,389.1,0.73,8.41,42.5,1216.5,130.25,303.3,3116.513,0.63,1240.77,0.26,0.05,5.802792321,60.07853403,8.769633508,25.34904014,8,34,7,0.009465155,0.012222859,0.022664133,-0.004199888,-0.002781756,-0.016882054,-0.003,-0.01918,H_Rumex,1.704691105,17.64932069,2.576262497,159,-0.00694,0.00939,-0.00702,0.00942,H_Rumex,Drought,86.23100945,33.32994963,-125.2543372,36.23495488,-0.57,-0.66,0.33,0.95,-3.02,2.08,
,Herbs,H_Rumex,Drought,1,Rumex,20,1000,Rumex_Drought,218m,218,6.93,6.47,477.56,7.62,379.4,0.65,7.26,14.21,1011.5,154.94,156.86,4134.08,0.53,1875.59,0.25,0.04,4.516938519,73.27478043,5.269761606,16.93851945,10,39,5,-0.003880365,0.023520506,-0.011595163,0.002376759,-0.000584512,0.023398179,-0.00072,0.02331,H_Rumex,2.298557017,37.28770272,2.681649853,175,-0.00122,-0.00058,-0.00125,-0.00061,H_Rumex,Drought,86.23100945,33.32994963,-125.2543372,36.23495488,-1.44,-0.51,-0.25,-0.1,-3.14,3.42,
,Herbs,H_Rumex,Drought,1,Rumex,20,1000,Rumex_Drought,219m,219,6.18,12.55,474.46,16.73,376.5,0.8325,9.4225,27.47,2192.2,141.41,174.24,4795.293,0.99,920.72,0.14,0.04,13.63502792,49.33881869,3.790772847,33.23538055,14,63,6,0.079674763,-0.009461598,0.088673378,0.009378109,-0.000484624,0.025235327,-0.0006,0.02515,H_Rumex,5.906313646,21.37219959,1.642057026,255,-0.00915,0.02767,-0.00925,0.02777,H_Rumex,Drought,86.23100945,33.32994963,-125.2543372,36.23495488,-0.69,-0.21,1.09,-1.82,-3.83,2.27,
,Herbs,H_Rumex,Drought,1,Rumex,20,1000,Rumex_Drought,220m,220,6.34,8.57,466.05,15.48,384.2,1.32,15.13,36.42,3175.4,113.58,322.11,5453.113,1.05,1476.13,0.08,0.03,24.39386442,27.06580901,19.0004948,29.53983177,15,37,8,-0.016324569,0.003881764,-0.014824769,0.00268178,0.001459844,0.01476744,0.00153,0.01423,H_Rumex,6.411757056,7.114059045,4.994147483,209,0.00221,-0.01306,0.00223,-0.01315,H_Rumex,Drought,86.23100945,33.32994963,-125.2543372,36.23495488,-0.52,0.02,4.78,-0.82,-4.3,3.64,
,Legume,L_Medicago,Control,0,Medicago,21,500,Medicago_Control,221m,221,7.12,17.08,411.1,36.63,424.22,0.99,8.02,34.47,13362.5,395.3,181.23,1019.88,0.26,396.53,4.92,0.4,24.55958549,39.06735751,1.917098446,34.45595855,7,26,5,0.006303768,0.019426535,-0.006537202,-0.011110517,-0.004503048,0.024731508,-0.00492,0.02447,L_Medicago,6.003799873,9.550348322,0.468651045,154,-0.00411,0.00374,-0.00416,0.00374,L_Medicago,Control,90.26939066,-123.5791944,32.72850713,26.16333798,2.98,2.51,1.2,1.33,-0.92,-0.9,
,Legume,L_Medicago,Control,0,Medicago,21,500,Medicago_Control,222m,222,6.49,18.02,347.48,44.01,476.57,0.66,7.64,31.43,7486.7,86.47,424.92,795.38,0.23,290.7,8.21,0.59,16.25386997,56.6873065,4.024767802,23.03405573,12,55,12,0.068608044,-0.056852202,0.08500651,0.008967996,-0.018298007,-0.048946535,-0.01935,-0.05131,L_Medicago,6.683640993,23.30999363,1.654996817,242,-0.01946,0.02887,-0.01965,0.02917,L_Medicago,Control,90.26939066,-123.5791944,32.72850713,26.16333798,3.07,0.11,-0.16,-0.75,-0.3,-1.32,
,Legume,L_Medicago,Control,0,Medicago,21,500,Medicago_Control,223m,223,6.23,21.6,358.07,34.99,422.51,0.69,7.53,31.31,10534.8,162.39,183.67,1473.867,0.24,363.24,6.19,0.46,23.27272727,33,9.090909091,34.63636364,9,26,8,0.02876066,-0.006460992,-0.000811994,-0.004997767,0.000345218,0.018967539,0.00046,0.0187,L_Medicago,6.504065041,9.222560976,2.540650407,149,-0.00054,0.00981,-0.00056,0.0098,L_Medicago,Control,90.26939066,-123.5791944,32.72850713,26.16333798,2.38,1.68,-0.09,-1.56,-0.74,-1.17,
,Legume,L_Medicago,Control,0,Medicago,21,500,Medicago_Control,224m,224,6.2,17.44,370.26,40.12,428.28,0.8,7.33,26.21,5575.5,79.75,245.32,689.58,0.27,339.19,4.99,0.43,24.8372093,47.6744186,8.651162791,18.8372093,8,26,6,0.00972183,0.024580049,-0.007763289,-0.01228346,-0.00041952,0.024290252,-0.00053,0.02422,L_Medicago,6.820794482,13.09234896,2.375782348,140,-0.00253,0.00562,-0.00258,0.00562,L_Medicago,Control,90.26939066,-123.5791944,32.72850713,26.16333798,1.95,0.05,0.27,-1.86,-0.76,-1.13,
,Legume,L_Medicago,Control,0,Medicago,21,500,Medicago_Control,225m,225,7.05,13.93,384.61,36.02,405.15,0.67,7.06,17.39,9619.8,150.66,354.91,844.467,0.21,409.59,7.29,0.47,20.43539326,23.31460674,4.494382022,51.75561798,3,6,1,0.003984459,0.01802391,-0.018154852,-0.01566663,-0.004297675,0.02235729,-0.00471,0.02195,L_Medicago,3.675170498,4.192978025,0.80828492,58,-0.00118,0.00387,-0.0012,0.00382,L_Medicago,Control,90.26939066,-123.5791944,32.72850713,26.16333798,2.1,1.56,-0.25,0.4,-0.43,-0.83,
,Legume,L_Medicago,Drought,1,Medicago,21,1000,Medicago_Drought,226m,226,6.82,17.27,376.37,36.23,419.1,0.72,7.19,32.56,6093,163.52,293.14,914.513,0.31,500,2.67,0.26,5.45898968,54.50841934,2.362846279,37.6697447,6,11,5,-0.023236494,-0.032074215,-0.002371516,-0.008099077,-0.003590951,0.019981273,-0.00394,0.01949,L_Medicago,2.521008403,25.17245704,1.091182742,94,-0.00193,0.00474,-0.00197,0.0047,L_Medicago,Drought,90.26939066,-123.5791944,32.72850713,26.16333798,1.69,0.34,-0.08,0.3,-1.28,-0.7,
,Legume,L_Medicago,Drought,1,Medicago,21,1000,Medicago_Drought,227m,227,6.73,17.08,332.1,39.62,447.94,0.73,7.53,44.5275,3093,206.73,198.86,568.98,0.25,229.52,8.91,0.7,9.737124464,69.01824034,1.824034335,19.42060086,13,47,8,0.054524552,-0.04980715,0.0691591,0.003733531,-0.016495203,-0.070099703,-0.0142,-0.04449,L_Medicago,4.643725214,32.91544071,0.780350518,206,-0.01387,0.01944,-0.01304,0.01989,L_Medicago,Drought,90.26939066,-123.5791944,32.72850713,26.16333798,1.73,-0.9,0.03,0.51,-0.06,-1.44,
,Legume,L_Medicago,Drought,1,Medicago,21,1000,Medicago_Drought,228m,228,5.65,16.7,305.14,40.99,502.34,0.7,7.77,63.31,5680.7,194.49,225.08,1021.02,0.28,308.03,5.17,0.46,19.73067916,21.37002342,7.025761124,51.8735363,9,21,6,0.024824274,0.028030062,-0.000640394,-0.000987247,-0.003883791,0.01646894,-0.00425,0.01588,L_Medicago,4.216716717,4.567067067,1.501501502,135,-0.00025,0.00593,-0.00026,0.0059,L_Medicago,Drought,90.26939066,-123.5791944,32.72850713,26.16333798,2.87,-0.67,-0.1,-2.06,-0.41,-1.07,
,Legume,L_Medicago,Drought,1,Medicago,21,1000,Medicago_Drought,229m,229,6.5,25.11,385.99,35.08,435.57,725,7.54,52.88,4048.3,234.6,180.54,339.41,0.27,385.25,4.5,0.39,26.39891697,33.21299639,6.407942238,33.9801444,9,31,5,0.024405174,0.023064669,-0.004854551,-0.007143572,-0.00116034,0.023992263,-0.00132,0.02381,L_Medicago,7.313414177,9.201150144,1.775221903,156,-0.00081,0.01186,-0.00083,0.01186,L_Medicago,Drought,90.26939066,-123.5791944,32.72850713,26.16333798,1.46,-0.44,-0.02,0.14,-1.38,-1.61,
,Legume,L_Medicago,Drought,1,Medicago,21,1000,Medicago_Drought,230m,230,6.55,20.5,366.36,36.79,443.28,0.75,7.67,29.36,7864.3,245.07,220.16,1208.38,0.27,313.25,5.61,0.47,26.42079807,20.91898428,28.29504232,24.36517533,13,30,5,-0.061601493,-0.041353503,-0.028636779,-0.013396191,0.008853683,0.013520446,0.00931,0.0128,L_Medicago,5.745464107,4.549040231,6.153037076,162,-0.00013,-0.02981,-0.00014,-0.03001,L_Medicago,Drought,90.26939066,-123.5791944,32.72850713,26.16333798,2.29,0.64,0.2,-0.65,-0.77,-1.22,
